Comment,Category 1,Category 2,Category 3
"Looking at this movie, I wondered if I did not already see it. The theme is not original (anymore), we have seen the setting in other movies, the acting is poor, as is the story. So, there is no reason why I should recommend this movie to anybody.",Plot,Performance,
"Sometimes one must wonder how some pieces of cinema could be allowed to see the light of day. The person responsible for this film should have tossed the original into the nearest wood-chipper. The film quality was terrible, the sound quality was worse, the plot was dull and the acting was shockingly terrible.In fact, the movie was so bad that it is worth a rent! Despite my vote (which this movie truly does deserve) I enjoyed this movie thoroughly. The effects aren't too shabby, and the lack of talent makes this movie laughable. After all, it isn't entirely the actors' faults that the writing was so terrible. The movie is so abominably lacking that it makes for a fun 93 minutes. My advise is to grab your friends, sit down in front of the television and prepare to laugh.",Others,,
"When I saw this movie, I thought that I had heard of every possible premise for a gross-out movie. I was wrong.<br /><br />In this gem of cinematography, a swarm of earthworms have begun eating humans in a small town. Yes, you heard me right, the antagonist of this movie is a swarm of killer earthworms. Why didn't someone come up this concept before you might ask, because its STUPID!! <br /><br />Where do I begin reviewing this masterpiece? It all begins when a storm knocks down some power lines, drawing all the earthworms in the area to the surface of the ground. I missed the part that explained why they begin eating people, but that is just what they do. That's pretty much it.<br /><br />The script is bad. The directing is difficult to follow, too many cut-aways to the worms takes away any surprise this film has to offer.<br /><br />The acting is horrendous. The director decided to go with Local Yokel actors, and it shows. Case in point, the bus driver in the very beginning of the movie, trust me it only goes down hill from there.<br /><br />To sum it all up, this movie boldly went where no other movie dared to go, and payed the price. Absolute Chunk-Fest.",Plot,,
"I was young when I hired this movie classic and admit I was scared out of my wits! But many years on, I have grown to love what it is all about. In fact, I now laugh at what I guess I was so scared off. Gremlins are creatures that are meant to scare and humour the audience at the same time.<br /><br />Don't ever get it wet. Keep it away from bright light. And no matter how much it cries, no matter how much it begs...never, ever feed it after midnight. With these instructions, young Billy Peltzer takes possession of his new cuddly pet, a gift from his father. But Billy will get a whole lot more than he bargained for and the small quite town of Kingston Falls is in for a Christmas they will never forget! <br /><br />The first point I want to discuss about this movie is that of the great story behind it. It was very original and one that I liked. I enjoyed the idea of little menacing creatures causing havoc in an innocent little town, and the way that the Gremlins just take over. At the start of this film, the audience is aware that with the cute pet Gizmo (a Mogwai), comes much responsibility. I love the fact that there are three rules attached. If you break them, then all hell will break lose. It is an interesting concept and one I must say that worked. I feel that there has been some movies which have tried to copy the Gremlins concept which don't even come close. The Critters (and there sequels) for example, were a poor attempt in trying to follow on from the Gremlins.<br /><br />The human cast of Gremlins was a pretty good one. The well known person from the Gremlins for me is the gorgeous Phoebe Cates. Her character in this film is full of hurt and regret, which the audience I am sure feel sorry for, plus she also helps save the day. I recently saw her very first movie, Fast times at Ridgemont High. That was a one hell of a teenage film. Cates looked stunning in it as well. Playing the lead role of Billy Peltzer was Zach Galligan. Zach has hardly been heard of since the role of Billy in Gremlins (and the sequel). Yet I seem to ask myself the question, why? He was excellent in Gremlins and a good choice as the main character. I guess he has done some other movie which have been flops. This includes the 1994 comedy All Tied Up, starring the stunning Terri Hatcher.<br /><br />It's now time to talk about the real stars' of this show. Yes, those little green monsters. All credit needs to go to puppet makers in the Gremlins. These things' looked so real. Special comment needs to go to the creator of the Stripe' Gremlin. He was an amazing character. I want to say that the character of Gizmo was very restricted. We hardly ever see the whole animal. I liked him much more the second time around. The Gremlins is a movie that has so much happen in a little time. While these creatures remain Mogwais', they are quite harmless, but once they turn into the gruesome Gremlins they cause disaster after disaster. The scene in the school was quite satirical, with the Gremlin having his revenge on the school teacher. The only criticism of this scene is that we never actually find out what happens to that Gremlin. I guess he eventually meets up with whole group, but how does the viewing audience know this? <br /><br />Then we have the hilarious scene at the Peltzer household. The mother was quite game tackling those gruesome creatures. I love it when she blends one in the mixer and then fries one in the microwave. When Stripe escapes, he hurts the small town of Kingston Falls. The scene at the YMCA swimming pool was clever. Then when you see all the Gremlins walking into town you appreciate that they are not real. Then you have the pub scene where Kate is trapped serving all these mischievous characters, it was totally wild. Also the scene with the snow plough going through the Futterman's house was crazy and suits the Gremlins totally. By the end we see one of the great pieces of directing, seeing all the Gremlins in the cinema watching quite a tame film in Snow White. Plus the final battle between Billy and Stripe in the Supermarket. It is so clever to see the little Gremlin tackle Billy with a chainsaw and a bow and arrow. Plus we see the best scene with Gizmo here. He is driving a Barbie-doll car, which was cute. I wont describe the end, but I will say that it was quite gut wrenching.<br /><br />Credit must go to the director and producer of Gremlins. Steven Spielberg is a genius and one of the best producers in the business. His other movies which I have loved include E.T., The Goonies, and Jurassic Park. I also enjoyed the directing of Joe Dante. He was very inventive and takes us on a wild roller-coaster ride with the Gremlins. <br /><br />To say that the original Gremlins film is a favourite of mine is an understatement. This movie is full of cuteness, cleverness, mischievousness and intelligence, all rolled into one. I also remember the posters advertising the Gremlins in this country (Australia). It was a Gremlin peeking out of a toilet. When I saw that I just had to see it, even though I did get nightmares after doing so. So, if you're air conditioner goes on the fritz, or washing machine blows up, or your video recorder konks out, before you call the repairman, turn on all the lights and check under all the beds, cos you never can tell, there just might be a Gremlin in your house!<br /><br />Rating: 4 Stars or 9/10.<br /><br />",Performance,Plot,Directional Techniques
"When I went to the theater to see screwed I knew it would be a good film, with Dave Chappelle and Danny Devito, I also knew that since Norms previous feature film (Dirty Work) was hilarious and very well-written that this movie could not live up to it, and it doesn't but it is still a wonderful piece of work. Casting Sherman Hemsley gave this movie a little more life than it would have without him, going back to the whole Dirty Work thing, this movie recycles ideas from Dirty Work, the whole Revenge thing, but a whole new plot, which could've been funnier if only Danny Devito would've worked to his potential, which we have seen recently in such critically acclaimed but movies that bombed such as Man on the Moon.",Performance,,
"This is one of those rare films that can be enjoyed or appreciated on many levels separately, or all at once. The point is that it is very enjoyable at whatever level you take it.<br /><br />For me, it is a profoundly moving film. It combines the comedy and frivolousness of the best of French film, with the most poignant and touching tragedy. The title provides much of the fodder for thought. Toto (what does that name mean?) the Hero. (Hero?) What kind of hero? Do you admire his heroism? Is it misplaced? Is it an act of self-sacrifice or...something else... What is a ""hero""? Do we need them? Why? And where do they come from, what causes one man, a seemingly ordinary man, to perform an heroic act? Is he all of us? Is this potential inside us all? Delight in the asking of these questions, then delight in answering , some of them, one of them....none of them. This film is a fable, with all the potential whimsy and ambiguity therein.<br /><br />Enjoy.",Others,,
"Somewhat decent movie, overall, but frustrating in it's questionnable plot devices, and overall storyline. Extremely well-acted by Michael Keaton. However, there seemed to be so much unexamined and unexplained that, in my opinion, took away from the movie overall.<br /><br />I don't know all the rental laws in California, but I found it preposterous that someone could plop themselves into an apartment, tear it to pieces, not pay the rent, and have the law on his side. I don't know precisely how this works, but I had the feeling this may have been an extreme example of ""renter's rights"". The cops and legal system in this movie all seemed to be behaving from some kind of alternate, backward universe. Living in California a few years ago, I had the misfortune to have to evict someone. I had the law on my side every step of the way, and was able to get this person out of the property without much trouble. In fact, I was able to have the person charged with vandalism for damage they had done. The cops and courts were all thoroughly on my side. What exactly was going on here? Where did Carter Hayes come from? What in the world was his story? How did he come to this level? He seemed to just show up on their doorstep, well-dressed and professional, and then basically go batty. Why not some further development of who he was, and where he came from? There was slight anecdotal hints, but he seemed to be just some mindless slug, allowed to drop into someone's life and wreak havoc in it. Michael Keaton was truly sinister and terrifying in this, and made something more of the character, but this could easily have been senseless.<br /><br />Too many questions, and too many events that strained credulity.",Others,,
"I enjoyed this movie far more than I thought I would. Both male leads give good performances (I never doubted they were really friends, which is rare in a movie) and there were many funny moments, a lot of which came from Bonnie Hunt. The only character that seemed underdeveloped and forced was Natasha - Jason Lee's ex. Their scenes together didn't do much for the movie.",Performance,,
"the plot is not enough to justify a 90 minutes movie but for a 20 minutes television sketch. The actress Candela peña does it very good, but actor camara doesn't fits with the fisic-du-role for a porno star. The funny situations are better achieved than the dramatic ones.<br /><br />The first half you expect for a lot of possibilities the subject could be developed, but it never does. When the sign ""the end"" comes, you think that something is missing, it's not possible an ending like that, maybe the deadline are the only explanation for such a sudden end, when you're still waiting for something that justify the movie.<br /><br />The recreation of the seventies atmosphere is achieved, and the music helps to that goal. You can see it, if you want a light comedy without many pretensions.",Performance,,
"3 Walls: 7 out of 10: My first reaction was that Indian prisons are really nice. Honestly I went to a couple of sleep away camps in my youth and suffered more hardships than these prisoners. Sure the prison has sexual assault, loss of freedom and death but I am definitely sticking to my analogy.<br /><br />This is my first real Bollywood film and since there are no musical numbers or dancing or romance I am under the impression that the film isn't typical. This is straight forward human drama with very good dialogue and a surprisingly twisted and adult story.<br /><br />The film concerns three prisoners who are scheduled to hang. One is angry and proclaims his innocence, one refuses to accept guilt for his crime and the last is so racked with guilt he cannot wait for the noose to be drawn. Into their lives comes a female filmmaker with some baggage of her own.<br /><br />The movie is about the four characters interactions and how justice is eventually done despite long odds and corruption. While you may have some Shawshank Redemption flashbacks during the film the movie really has its own story and feel. The acting is good across the board and the production values are excellent. This would be a well made film in any nation.",Performance,Plot,
"As someone who was fortunate enough to be at the world premiere of Calendar Girls in September last year, and to have met Angela Baker (the inspiration for Julie Walters' character) on several occasions, I would like to say that this is an amazing true story beautifully realised on film.<br /><br />In real life the ""Girls"" are just as inspiring, funny and brave as you expect them to be. I think that it is important to remember that there is a very serious message underlying this film - the devastation that a disease like leukaemia (or lymphoma, which Angela's husband died from in real life) can wreak on a family.<br /><br />The charity that the original Calendar Girls donated to is the Leukaemia Research Fund, and I would encourage anyone who was moved by the film to seek them out and make a donation at www.lrf.org.uk. So far the girls have raised just over £1 million, but there is still so much to do to fight these deadly diseases.",Performance,,
"After being unable to gain employment because of his criminal record, a young man fortune suddenly changes. A suitcase full of counterfeiting equipment worth millions comes into his possession when he literally walks into a shootout. Now the cops, crime boss and hit men are after him. Along the way he falls for a woman whose father is on the crime boss's pay roll. Everybody double-crosses everybody with gratuitous nudity thrown in for good measure. A cast full of top notch actors so it's a shame there's not much there to hold your interest. I saw this after Frank Gorshin passed away. He was a wonderful character actor. In this he gives credible performance as a man too far over his head in debt. Dennis Hopper is his usual bad guy persona as the short-tempered crime boss. Ice T makes an appearance as a rival crime boss. You pretty much can predict what is coming next all the way through the story. Not awful just not that great.",Performance,Plot,
"What is night vision? Well according to the star (Williamson) let's see...one package store owner says to him 'it's getting dark outside' to which he replies 'it makes for better.........'night vision.' What in the hell does that mean? In fact what in the hell is this movie trying to say? It has plot holes that you could drive the killer's van through. Not to mention a cop on duty drinking, Robert Forster sleepwalking through this bizarre attempt at cashing in on the serial killer craze, and a killer who videos his murders. That's actually all I remember.<br /><br />The film took place in Texas, had a few car chases, and a clichéd ending. Perhaps if one watches this film with their eyes closed - it might be good? After all, without being able to see it....it would make for better.....night vision. Did that make sense? Nope. And neither does this film.",Performance,,
"A comedy filled with entertaining characters, Greedy fails to be a successful film due to a tedious plot.<br /><br />Dirty old selfish Joe is rich and his snivelling greedy relatives want his money, so far, so funny. However, the structure of Greedy is badly done. The film starts with one of Joe's greedy relatives, Carl and his family. It is a mistake to make us side and sympathise with them, if ultimately they are not important or developed. Worried they are going to lose out on their inheritance to sexy young nurse Molly, the bickering relatives call in long-lost nephew Danny, Uncle Joe's favourite. Although Michael J Fox is a welcome addition to any film, and his energy, wit and compassion make him a watchable lead, he is introduced too late to be this lead. Danny either isn't needed in this plot of greedy relatives versus evil old man, or it should start with and focus entirely on him. It is very difficult to care about his failed professional bowling career, as it is boring, and the sappy music that follows Danny and girlfriend Robin around is far too overdone.<br /><br />While child-Danny and Michael J Fox-Danny's impressions of Jimmy Durante are impressive, the need to show the audience who they are doing impressions of by starting the film with a lengthy clip of Jimmy Durante from Two Girls And A Sailor makes for a slow beginning that has little to do with the film.<br /><br />Molly is a badly written character. She knows Joe is perving on her, but she likes the lifestyle he provides and eventually she nearly sleeps with him for money, and yet she isn't supposed to be that sort of girl. Well, she clearly is. Also Olivia d'Abo is apparently English so it is confusing that her English accent is one of the fakest I have ever heard. Exactly what part of England is she from?<br /><br />The plot plays out pretty obviously, excluding Joe's insanely over the top ploy to discover who loves him, with bad people getting nothing and good people being rewarded, but it is the despicable Joe who has ruined his family's lives. Without him, they would never have become the people they are, so to see them end up with nothing, while he is still rich isn't satisfactory at all.<br /><br />Amusing characters suffer an irritatingly twisty plot, dominated by a detestable patriarch and are buried under too much moral for this film to be as funny as it wants to be. It should have stuck with the idea of relatives who will do anything for their inheritance and dumped the morals of Danny and manipulation of Joe, which just hinder the laughs.",Music,Plot,
"OK, sure the movie pretty much sucks, but it's definitely worth it to see some cool car chases if you are a car chase fan. After realizing how many precious classic Dodge Chargers were destroyed during the ""Dukes of Hazzard"" TV run, it's also kinda sad to see a hot '57 Chevy banged up in chases (watch the disappearing dents, they used more than one of course) but the highlight definitely is that great crash by the '57 through the roof (where of course, McNichol simply keeps driving after the car lands). This chase, with the '57 Chevy, just may be one of the greatest car chases ever put on film actually, it's just too bad it's in a comedy and not a 'serious' film. <br /><br />The comedy is definitely bad, with maybe the funniest scene probably being the truck driver who backs in McNichols' way in an alley, who says ""nooo!"" with a hilarious look on his face. So hey, pick this one up off ebay for the chases, and watch with the volume turned off when you can to avoid the painful dialogue.",Plot,,
"A film about absolutely nothing, populated by exceedingly boring, uninteresting characters. The black & white is not justified as it does not serve the film well. I suspect it simply served the budget. <br /><br />Why is it that gay filmmakers are only capable of making films about their<br /><br />favorite subject... their own sexual proclivities/fantasies? Every time I see a gay/ lesbian film I am struck by how consumed these filmmakers are with themselves and the exploration of their own sexual deviancy. Same old same old.<br /><br />This film was excruciatingly interminable.",Directional Techniques,,
"What a sad flop, with the best of intentions. The message to the viewer is overly clear, it shouts: this is an artistic, slow and sensuous movie, contrasting Oriental philosophy with Western greed for speed and immediate effects. Well, yes, we get this rather soon, and then we suffer through the rest Perhaps slow movies are not exact equivalents of slow food, after all. <br /><br />There are some redemptive traits, though. The film could be see as an illustration of Joyce Carol Oates's observation that ""prolonged happiness is a prison from which the self yearns to escape at any cost"". People cannot stand a prolonged happiness, and the protagonist says so much himself. <br /><br />Another (attempt at) redemption: perhaps the movie is about the temptations of Orientalism typical for the era portrayed: the Western men, bored to tears, looking for any kind of adventure that the exotic Orient could offer them. Because if it is a love story, it is Hélène's love story, but if so, it is underdeveloped. The other ""love story"" is too ridiculous even to consider.<br /><br />Finally: it is true that seeing it in with a full screen can help; I have watched it as DVD, and although it was a very good screen, it could not reproduce the immersion effect possible on a large screen only.",Others,,
"With just enough realism and surrealism, Coppola plays this documentary the way a documentary should be played - an individual with a vision and his attempt to push the limits of the envelope in post-WWII industrial America. The period costumes and music are excellent and accurate, the bittersweet punchline at the end is well done and just understated enough. The camera work is vivid in brilliant Technicolor as opposed to the black and white sometimes reserved for this time period. Frederic Forrest, Christian Slater and Joan Allen are all adequate and the gentle acting of Martin Landau complements Bridges frenzied portrayal. But the focus is always Jeff Bridges who carries Tucker's manic, obsessive, genius with amazing ease. Definitely one of my favorites.",Directional Techniques,Performance,
"It was once said that the whole of a movie should not be in so much whether you like or disliked a movie, but rather, did it leave a lasting impression upon you? Taking that idea into account, I would have to say that ""Singapore Sling"" is without a doubt an indelible addition to the film noir genre, albeit the bizarro kind. As one of the reviewers has mentioned before, this movie shouldn't be taken seriously. You should come into this one with an open mind and you'll be rewarded with a beautifully photographed film noir filled with black humor. ""Singapore Sling"" is like the demented cousin of ""Laura"", ""Sunset Boulevard"" and ""Grey Gardens"". It's your basic detective story but with torture, bizarre erotica, and outstanding overacting. Just make sure the parents are asleep and that you've got the right kind of friend in tow when watching it.",Others,,
"If it wasn't made by Kragh-Jacobsen I would be surprised.<br /><br />But there are not many directors who can make a movie about a child, a whole movie with one child as a hero, a main character, and avoid one of two possible traps: either make a (usually low-intelligent) movie for kids (and adults who can believe it) and turn hero to superhero who can solve all problems and beat everybody all alone, or make a movie where all tragedies have to happen to a single child so the target adult audience can fill the bucket by draining their tear glandes.<br /><br />Scandinavian authors are better than any others able to make a real movie about real children. They (as I wrote on another board) understand children as if they had invented them. Unfortunately, some modern, especially Danish movies suffer from Hollywoodization and though some can be good (like Klatretosen) they don't belong to the great tradition, they don't succeed the great movies from former decades.<br /><br />Kragh-Jacobsen is not a typical example, but among the best. ""Bird Street"" is not exception, he made several movies about children in very different situations, but in similar style: these movies are about kids, can be watched by kids, but mostly try to present real kids to adults. However, he became worldwide famous by ""Mifunes sidste sang"". It's not a surprise because many western countries avoid Scandinavian kids movies, because they are too different. British authors used to do something in this style (sometimes even in darker mood like Loach), American kids are too infantile (but still beat adults...), Italians are too mature (because of social context), Czechs forgot that they have children (and were among the best in 70's), so only French authors can stand next to Scandinavians. And these movies don't seem to have audience in USA, either for not being interesting (for kids), or even for being controversial (for adults). As USA creates an opinion in almost whole world, things that are not accepted there usually can't make international success, and are convicted to stay within local region.<br /><br />""Gummi Tarzan"" was one of the first movies which seriously admitted that bullying exists and is a problem. ""Skyggen af Emma"" (his best work in my opinion) strongly opposes modern world widespread paranoia that makes our lives miserable, almost worthless. In both movies kids are involved in different and firm interactions with other people.<br /><br />""Island on Bird Street"" is a one-actor movie like Spielberg's ""Duel"". Unlike some dark power personalized in Spielberg's truck driver this movie deals with a very recognizable, yet equally dark power of nazism. And, what some other comments declare to be a fault, I find to be brilliant: Alex is not a superhero. He didn't do much exceptional things. His biggest success was that he survived. He often simply had luck. There are no cartoon Culkin tricks: he is afraid, he hides as every normal kid would do, and sometimes when he seems to do something brave, it is more because of hopeless resignation. But in the same time he can still feel joy in small things and in spite of accelerated maturation he keeps the soul of child and his real age comes to surface whenever allowed by the circumstances.<br /><br />Two flaws: First, English language, and there is nothing to justify it. Second, the ending which is too false-romantic for reality (not fitting in harsh, cruel world of former 100 minutes)), and too vague if not realistic (being e.g. a dream in agony).<br /><br />Neither of it should give second thoughts to any of those who believe that kids are still kids, despite what modern society tries to make them to be or make us believe they are. And if you are this kind of person, probably your children are ready to watch it with you.",Directional Techniques,Plot,
"No other words describes this movie other than it absolutely stinks. The plot seemed interesting with a perfectly frozen man with incredibly advanced DNA, but for some stupid reason, this vital plot point was dropped and a relationship between this scientist and his retarded brother was brought to the forefront. The dialogue was hackneyed and trite. Another reason to know why this movie stinks is that the San Diego Padres were incorporated as an essential part of the ""plot"". If I could give this movie a negative score; I would!",Plot,,
"**** Potential spoiler alert - My comments may provide a tangential hint of inflection points in the movie ****<br /><br />Being a native of India and living in the US, this movie hit so close to home on so many counts. Incredible movie!<br /><br />* Feels refreshingly unscripted, which is very liberating because it lets the viewer become a part of the unfolding story without being led by the nose thru it.<br /><br />* The conversation at the captains table made perfect sense for me, given the babel that is India - 1000s of languages, yet holding together as a perfectly functioning anarcho-democracy!!! <br /><br />* The deliberate decision by the mother to go by ship from Europe to India, discovering the world at a deliberate laid back pace, taking several weeks when she could just fly there in 10 hrs. By coincidence, I've been researching for several months just such a journey, principally for my daughter. <br /><br />* We've directly experienced that effects of history that's discussed in the movie - chiefly the influences of Portuguese, English, French, Turkish, Arab, and lately, American ...<br /><br />* The devastating effects of mass-scale violence by ""remote control."" Again, the story of real peoples' lives both in India and in the US, and of course of late it seems, world wide ...",Plot,,
"How long can a woman grieve the husband who died prematurely? In fact, that question is posed by the writers of this intriguing film, but they never answer it, as they have left it to us, the viewing fans of ""Birth"", to reach our own conclusions. Our answer would be that Anna will love Sean forever!<br /><br />Jonathan Glazer, an amazing new talent, has followed his previous film, ""Sexy Beast"" with this new movie written for the screen by an impressive team, namely, Jean-Claude Carriere and Milo Addica, helped by the director himself.<br /><br />Much has been discussed in this site about the film, which makes a valid point into making us believe a young boy, who might, or not, be the real Sean, is the real thing, or just an opportunist, who happened to be at the right place, at the right time. Anna, the woman who suffered the great loss in her life fights the boy when he appears, then, as everything points into the right direction, or what she wants to believe, and she gets answers that have been inside her head all the time, she accepts as natural a situation that by all accounts if far from normal.<br /><br />Nicole Kidman, with dark short hair, gives a subtle performance as Anna. Ms. Kidman's contribution to the film is amazing; she goes from denial to a complete state of acceptance. There are moments when we, as the viewer, feel the pain Anna is feeling. Her sequence at the concert when we watch her face, as all the emotions are seen in her face, is one of her best moments in a film. Also the last sequence when we watch her at the beach, after she has married Joseph and is seen wandering in the water crying is another clue we get from her.<br /><br />Cameron Bright, the young actor, makes Sean comes to life, no pun intended. This young actor has an innate talent for getting inside the skin of the characters he is portraying. There is not a false move from the way this actor tackles to convey the idea he is Sean, and that's all there is to it!<br /><br />Anne Heche, as Clara, holds the key to solving the mystery of the situation the arrival of young Sean has created. The family is in turmoil. This well to do family, who is at odds, first believing, then seeing what it has gone to Anna. We don't see what Clara's role is in the story until the end. Her character has been made to seem ambiguous throughout the movie.<br /><br />Danny Huston, who we admired in his recent role in ""The Constant Gardener"", who plays Joseph, the man that has made Anna agree into marrying him. Joseph cannot deal with the changes Anna is going through, so he bolts from her life, as one expects him to do. It's bad enough to have been competing with the ghost of a dead former husband, but it's too much to have a ten year old rival.<br /><br />Laruen Bacall, Arliss Howard, Peter Stormore, and the others in the cast give good performances under Mr. Glazer's direction. <br /><br />The moody musical score by Alexandre Desplat is elegant, somber, and mysterious and sets a perfect mood for the film. The elegant cinematography by Harris Savides, with its dark tones and cloudy skies serves the film well. Ultimately, this film clearly shows us a director, Jonathan Glazer, who never bores the viewer in the always chooses the stories he wants to present for our pleasure.",Performance,Plot,Directional Techniques
i enjoyed reading the books more than watching the same tired old animation by rankin bass...fine for kiddies but still below par animation...why they went back to this low grade animation after ralph bakshis fantastic animation in the lord of the rings beats me. and the voice-overs were done by the same people from the hobbit..i think they were way below the voice-overs in the lord of the rings movie .. the hobbit was neat in its time but the return of the king is an unfair adaptation of the remaining 11/2 books ...i heard they are making a live action version of the lord of the rings in 3 parts i hope they use generated effects for some of the characters because midgets arent the same as hobbits ...i look forward to seeing all 3 movies,Others,,
"For a TBS original series, I'd say its brilliant. Otherwise, I'd say its pretty damn good. The stories are well-thought out and executed, and already, having seen just a handful of episodes, I see some strong continuity.<br /><br />I caught the first episode in its first run and have seen subsequent episodes ""on demand"", which is a powerful tool for a late-night TBS series. One complaint I have is that I always wanna slap or yell at Leslie (John Lehr), but at the same time it adds to the draw of the show. As for the characters, I find them interesting and funny in their own ways. All in all, well-worth seeing.",Performance,,
"I never caught MTM when it was originally on. I didn't watch much television and the idea of a sitcom about a single woman had no interest to me. Then, after it was cancelled, a local TV station started showing two shows a night, back to back, and I started watching. At first I wasn't impressed. The early 70s fashions and hairstyles were horrific, the acting uneven, the topics dated and Moore occasionally overacted. But, as the series progressed, the writing got better, the cast got more comfortable with their roles and Moore toned it down a little. I still don't like the first season too much. It does introduce us to all the characters but it just seemed kind of forced. Also it was somewhat sexist. At one point Moore actually does Lou Grants' laundry! OK OK--his wife had left him but still... After the first season though the series picked up speed and just got better and better. It also showed a single woman living alone and liking it--a rarity for TV on those days. It even hinted that she had an off screen sex life. It also found humor in some taboo subjects. When Chuckles the Clown is inadvertently killed in one episode they actually made his death seem funny! Supposedly (according to Moores' autobiography)no one wanted to do it and some crew people were ""sick"" the week it was filmed. That episode went on the win a few Emmys and is considered a true classic. Also Moores' character got more liberated--especially during the last season. She got a steady boyfriend (Ted Bessell) and, at one point, gives him a long passionate kiss right in front of Lou Grant, Ted Baxter and Murray Slaughter. It all ends perfectly in the last episode. No one was killed but everybody (except for Ted Baxter) is fired and they all leave the office singing! A true classic of TV. Well worth seeing.",Performance,Plot,
"""Dennis the Menace"" is unique in its own way because it's observant. This movie made me laugh at stuff i've always laughed at and things i'd never thought I would laugh at. The film can be surprisingly innocent at times and sincere and heartwarming. And the kid who plays Dennis is a way better actor than Macaulay Culkin. I liked the film for its imagination and humor. A good film. I also liked how they showed Dennis trying to resist the temptation to do something bad but can't resist.",Performance,,
"Feds is awesome and my absolute favorite comedy. Rebecca Demornay is so cool in this movie, she's pretty and kicks butt at the same time.<br /><br />Rebecca Demornay and Mary Gross are the only female cadets at the FBI academy, but they team up and show their male colleagues how it's done. The two characters work so well together, it's buddy comedy at it's best.<br /><br />The movie has got many funny parts, that make you laugh even if you have already seen them a thousand times. Like the scene when Demornay puts the cuffs on her uncooperative arrest-practice partner after sweeping him off his feet. Running gag of the movie is ""the kick in the balls"" which they also use in a hilarious scene to take out some amateurish muggers.<br /><br />But rather see it yourself, once you've watched you'll want to see it again.",Performance,Plot,
"Well, if so, have I got a film for you! Actually, even you won't like it. Because this movie is bad. Not bad like week old milk, bad like genocide. Bad like finding out that everyone you have ever loved was murdered by your dog because you gave it rabies. Bad like the Hantavirus.<br /><br />I hope that gives you an idea of what I'm talking about. I can deal with crappy movies. I can watch underworld 2, so I'm pretty immune to it, but this movie takes crap to a whole new level. First off, the ""Main Characters"" are mentally deficient ex-porn actresses who happen to ride motorcycles. Or rock climb. Or, I don't know, flirt with each other. That's all they really seem to do. They meet and become fast friends. Then these 90 pound girls insult some bikers. ""Action"" ensues. Basically, you find out that these girls will steal money, but not motorcycles, because they walk to a hotel. From there they spend the rest of the movie with pretty much no clothes on.<br /><br />There is horror in this movie, but it's more from the realization that those hillbillies from the beginning were probably related then from the actual story. There is an escaped blah blah blah, evil, blah, scary, blah, probably cries himself to sleep at night. He has a bad nickname. He kills with axes, or whatever is presented to him. He survives being hit by a car. He is just big. That's how scary he is. Big. Right.<br /><br />So, he chases them, they try to get some money from some bar tenders and hillbillies, they run from bikers. A cop sleeps with a councilor while she leaves the kids at home. All while being painfully aware of their own level of incredible cheese. The actors, minus that one guy who you kind of recognize, are not actors at all. They are the retarded droppings of a Los Angeles nightclub; in other words, they all worked in the ""Independent Film"" industry before this. Or, at least, they wish they had the talent to work in the ""Independent Film"" industry. They are so bad.<br /><br />Combine this with some of the most horrible script, directing, ""music"", and action scenes ever created, along with the fact that the story is complete tripe, and you get one of the worst movies ever made. Ever. In the entire history of movies. Do not watch it. Do not look at it. Go home and burn a piece of paper with the name of the movie on it in effigy, and then bathe yourself for even associating with the title of this piece of crap.",Music,Performance,Plot
"Aspen Extreme falls into the rare class of movies that gets worse with every scene. Literally, the first scene of this movie is the best one and it just falls off a cliff from there. Be warned though, that first scene really isn't very good. The dialogue and plot are poor. The acting belongs on the lifetime channel. If this movie is what extreme skiers do, then I'll stick to my day job. This looks to be good material for a 'bad movie' night with the guys, but its bad is boring. Also, how in the world can two skiers from 'hills' in Michigan be pro skiers on terrain they have never skied before arriving to try out to be ski instructors. I'm not an expert skier, but I know the hills here in Arizona are more extreme than those in Michigan.",Plot,Visual Effect,
"This series has its ups and occasional downs, and the latter is the case, here. There's an agreeable amount of spatter, with an inventive implementation of the Baby Cart's weapons, but the editing film is a seriously disjointed, the film-making itself rougher than usual. At times, the action slows to a crawl as the camera follows the wordless wanderings of the ""cub,"" who nearly gets lost early on. All in all, disappointment.<br /><br />That said, there's a spaghetti eastern quality to the music and action that may win the approval of dedicated viewers. This installment spends much of its time following the minor misadventures of the little boy, who begins to stare into the abyss of death his father opened for him.",Others,,
"This movie is about as exciting to watch as paint drying. Granted, it wasn't a complete loss, Ewan was nice to look at...and someone loaned it to me, so I was spared the expense of movie rental. There are worse movies and there are far better movies, but I honestly watched it because I'm in the process of watching Ewan McGregor movies because he has this presence that is so strong that you just have to watch his work because he draws you in, and you end up sitting there watching, totally mesmerized. Very commanding! Now, only if Rogue Trader were a strong enough movie to carry him....",Others,,
"This is one of the finest and lowest budget indie films I've seen recently. The comedy is far better than that of the over-acclaimed Napolian Dynamite, I recommend trying to find this at a local theater. Its showing in Rochester NY at the end of June. Much of the film was shot in the director's home town of Rochester, its worth seeing if you live there because of all the recognizable land marks. Drivers wanted defines itself with a distinctive comedy style, very character based, very easy to relate to. Anyone who has worked as a delivery boy would love the film, it touches on every sort of ridiculous moment that you've probably encountered on the job.",Directional Techniques,,
